uniprot_id,entry_id,gene,protein_name,length,subcellular_location,ensembl_ids,n_binding_sites,binding_sites,keywords,disease,n_transmem
P14060,3BHS1_HUMAN,HSD3B1,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,373,Endoplasmic reticulum membrane; Mitochondrion membrane;,ENST00000369413.8;ENST00000528909.1,3,10:NADP(+);155:NADP(+);159:NADP(+),Direct protein sequencing;Endoplasmic reticulum;Isomerase;Lipid metabolism;Membrane;Mitochondrion;Multifunctional enzyme;NAD;NADP;Oxidoreductase;Proteomics identification;Reference proteome;Steroid metabolism;Steroidogenesis;Transmembrane;Transmembrane helix,,1
P16473,TSHR_HUMAN,TSHR,Thyrotropin receptor,764,Cell membrane; Basolateral cell membrane;,ENST00000298171.7;ENST00000342443.10;ENST00000541158.6;ENST00000554435.1,0,,3D-structure;Alternative splicing;Cell membrane;Congenital hypothyroidism;Direct protein sequencing;Disease variant;Disulfide bond;G protein-coupled receptor;Glycoprotein;Leucine-rich repeat;Membrane;Proteomics identification;Receptor;Reference proteome;Repeat;Signal;Sulfation;Transducer;Transmembrane;Transmembrane helix,"; ; Hypothyroidism, congenital, non-goitrous, 1; Familial gestational hyperthyroidism; Hyperthyroidism, non-autoimmune;",7
P17787,ACHB2_HUMAN,CHRNB2,Neuronal acetylcholine receptor subunit beta-2,502,Synaptic cell membrane; Cell membrane;,ENST00000368476.4,0,,3D-structure;Cell membrane;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport,"Epilepsy, nocturnal frontal lobe, 3;",4
P20292,AL5AP_HUMAN,ALOX5AP,Arachidonate 5-lipoxygenase-activating protein,161,Nucleus membrane; Endoplasmic reticulum membrane;,ENST00000380490.5;ENST00000892335.1,0,,3D-structure;Endoplasmic reticulum;Leukotriene biosynthesis;Membrane;Nucleus;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,Ischemic stroke; ;,4
P26439,3BHS2_HUMAN,HSD3B2,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,372,Endoplasmic reticulum membrane; Mitochondrion membrane;,ENST00000369416.4;ENST00000543831.5;ENST00000902254.1;ENST00000948746.1;ENST00000948747.1;ENST00000948748.1,1,158:NAD(+),Alternative splicing;Congenital adrenal hyperplasia;Disease variant;Endoplasmic reticulum;Isomerase;Lipid metabolism;Membrane;Mitochondrion;Multifunctional enzyme;NAD;Oxidoreductase;Proteomics identification;Reference proteome;Steroidogenesis;Transmembrane;Transmembrane helix,Adrenal hyperplasia 2; ;,1
P36021,MOT8_HUMAN,SLC16A2,Monocarboxylate transporter 8,539,Cell membrane; Apical cell membrane;,ENST00000587091.6,0,,3D-structure;Acetylation;Cell membrane;Disease variant;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,Monocarboxylate transporter 8 deficiency;,12
P43681,ACHA4_HUMAN,CHRNA4,Neuronal acetylcholine receptor subunit alpha-4,627,Synaptic cell membrane; Cell membrane;,ENST00000370263.9,2,76:Ca(2+);78:Ca(2+),3D-structure;Alternative splicing;Cell membrane;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport,"Epilepsy, nocturnal frontal lobe, 1;",4
P46098,5HT3A_HUMAN,HTR3A,5-hydroxytryptamine receptor 3A,478,Postsynaptic cell membrane; Cell membrane;,ENST00000299961.5;ENST00000355556.6;ENST00000375498.6;ENST00000504030.7;ENST00000506841.6,0,,3D-structure;Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport,,4
P49279,NRAM1_HUMAN,SLC11A1,Natural resistance-associated macrophage protein 1,550,Late endosome membrane; Lysosome membrane;,ENST00000233202.11,0,,3D-structure;Alternative splicing;Endosome;Glycoprotein;Ion transport;Iron;Iron transport;Lysosome;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,,12
Q16617,NKG7_HUMAN,NKG7,Protein NKG7,165,Cell membrane; Cytolytic granule membrane;,ENST00000221978.10,0,,Cell membrane;Cytolysis;Direct protein sequencing;Inflammatory response;Lysosome;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,4
Q6UWJ1,SL9D1_HUMAN,SLC9D1,Solute carrier family 9 member D1,677,Golgi apparatus membrane; Cell membrane;,ENST00000375391.5;ENST00000434316.7;ENST00000474393.5;ENST00000909174.1;ENST00000909175.1;ENST00000955130.1,0,,Alternative splicing;Antiport;Cell membrane;Coiled coil;Disease variant;Glycoprotein;Golgi apparatus;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport,;,10
Q8IXU6,S35F2_HUMAN,SLC35F2,Queuine/queuosine transporter SLC35F2,374,Cell membrane; Golgi apparatus membrane;,ENST00000375682.8;ENST00000525071.5;ENST00000525815.6,0,,Acetylation;Alternative splicing;Cell membrane;Golgi apparatus;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,,10
Q8NCK7,MOT11_HUMAN,SLC16A11,Monocarboxylate transporter 11,447,Endoplasmic reticulum membrane; Cell membrane;,ENST00000574600.3;ENST00000662352.3;ENST00000892155.1,0,,Cell membrane;Diabetes mellitus;Endoplasmic reticulum;Lipid metabolism;Membrane;Proteomics identification;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport,Type 2 diabetes mellitus;,12
Q99518,FMO2_HUMAN,FMO2,Flavin-containing monooxygenase 2,535,Microsome membrane; Endoplasmic reticulum membrane;,ENST00000209929.10;ENST00000895514.1,6,9:FAD;32:FAD;40:FAD;60:NADP(+);61:FAD;195:NADP(+),Acetylation;Endoplasmic reticulum;FAD;Flavoprotein;Isopeptide bond;Magnesium;Membrane;Microsome;Monooxygenase;NADP;Oxidoreductase;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Ubl conjugation,,1
Q99735,MGST2_HUMAN,MGST2,Microsomal glutathione S-transferase 2,147,Endoplasmic reticulum membrane; Microsome membrane;,ENST00000265498.6;ENST00000503816.1;ENST00000506797.5;ENST00000616265.4;ENST00000899645.1;ENST00000899646.1;ENST00000971596.1,0,,3D-structure;Alternative splicing;Endoplasmic reticulum;Leukotriene biosynthesis;Lipid metabolism;Lyase;Membrane;Microsome;Oxidoreductase;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix,,3
Q9H2B4,S26A1_HUMAN,SLC26A1,Sulfate anion transporter 1,701,Cell membrane; Basolateral cell membrane;,ENST00000361661.6;ENST00000398516.3;ENST00000398520.6;ENST00000622731.4;ENST00000871988.1;ENST00000871989.1;ENST00000871990.1;ENST00000962470.1,0,,Alternative splicing;Anion exchange;Antiport;Cell membrane;Disease variant;Glycoprotein;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,"Nephrolithiasis, calcium oxalate, 1; Hypersulfaturia;",9
Q9H310,RHBG_HUMAN,RHBG,Ammonium transporter Rh type B,458,Cell membrane; Basolateral cell membrane;,ENST00000537040.6,0,,Alternative splicing;Ammonia transport;Cell membrane;Glycoprotein;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport,,12
Q9HBI6,CP4FB_HUMAN,CYP4F11,Cytochrome P450 4F11,524,Endoplasmic reticulum membrane; Microsome membrane;,ENST00000248041.12;ENST00000402119.9;ENST00000904118.1;ENST00000904123.1,2,328:heme;468:heme,Endoplasmic reticulum;Fatty acid metabolism;Heme;Iron;Lipid metabolism;Membrane;Metal-binding;Microsome;Monooxygenase;NADP;Oxidoreductase;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,1
Q9UN88,GBRT_HUMAN,GABRQ,Gamma-aminobutyric acid receptor subunit theta,632,Postsynaptic cell membrane; Cell membrane;,ENST00000598523.3,0,,Cell membrane;Chloride;Chloride channel;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Postsynaptic cell membrane;Proteomics identification;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport,,4
Q99712,KCJ15_HUMAN,KCNJ15,ATP-sensitive inward rectifier potassium channel 15,375,Membrane; Cell membrane;,ENST00000328656.8;ENST00000398930.5;ENST00000398932.5;ENST00000398934.5;ENST00000398938.7;ENST00000612702.4;ENST00000613499.4;ENST00000866348.1;ENST00000866349.1;ENST00000866350.1;ENST00000866351.1;ENST00000866352.1;ENST00000866353.1;ENST00000866354.1;ENST00000866355.1;ENST00000866356.1;ENST00000866357.1;ENST00000866358.1;ENST00000866359.1;ENST00000866360.1;ENST00000866361.1;ENST00000953621.1;ENST00000953622.1;ENST00000953623.1;ENST00000953624.1;ENST00000953625.1;ENST00000953626.1;ENST00000953627.1;ENST00000953628.1;ENST00000953629.1;ENST00000953630.1,0,,Cell membrane;Ion channel;Ion transport;Membrane;Potassium;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel,,2
Q9Y5Z9,UBIA1_HUMAN,UBIAD1,UbiA prenyltransferase domain-containing protein 1,338,Endoplasmic reticulum membrane; Golgi apparatus membrane; Mitochondrion membrane; Cytoplasm; Nucleus;,ENST00000376804.2;ENST00000376810.6,0,,Acetylation;Alternative splicing;Corneal dystrophy;Cytoplasm;Disease variant;Endoplasmic reticulum;Golgi apparatus;Membrane;Menaquinone biosynthesis;Mitochondrion;Nucleus;Prenyltransferase;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Ubiquinone biosynthesis,"Corneal dystrophy, Schnyder type;",8
O14494,PLPP1_HUMAN,PLPP1,Phospholipid phosphatase 1,284,"Cell membrane; Apical cell membrane; Membrane raft; Membrane, caveola;",ENST00000264775.9;ENST00000307259.9,0,,3D-structure;Alternative splicing;Cell membrane;Glycoprotein;Hydrolase;Lipid metabolism;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,6
Q9NYA4,MTMR4_HUMAN,MTMR4,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR4",1195,"Early endosome membrane; Recycling endosome membrane; Late endosome membrane; Cytoplasmic vesicle, phagosome membrane;",ENST00000323456.9,29,"320:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);320:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);345:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);345:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);346:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);346:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);408:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);408:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);409:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);409:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);410:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);410:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);411:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);411:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);412:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);412:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);413:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);413:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);449:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);453:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate);453:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);1120:Zn(2+);1123:Zn(2+);1136:Zn(2+);1139:Zn(2+);1144:Zn(2+);1147:Zn(2+);1166:Zn(2+);1169:Zn(2+)",Coiled coil;Cytoplasmic vesicle;Endosome;Hydrolase;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Ubl conjugation;Zinc;Zinc-finger,,0
Q9NPG8,ZDHC4_HUMAN,ZDHHC4,Palmitoyltransferase ZDHHC4,344,Endoplasmic reticulum membrane; Golgi apparatus membrane; Cell membrane;,ENST00000335965.11;ENST00000396706.2;ENST00000396707.6;ENST00000396709.5;ENST00000396713.6;ENST00000405731.7;ENST00000870385.1;ENST00000870387.1;ENST00000870388.1;ENST00000870389.1;ENST00000870390.1;ENST00000870391.1;ENST00000870392.1;ENST00000870393.1;ENST00000870394.1;ENST00000870396.1;ENST00000870397.1;ENST00000870398.1;ENST00000870399.1;ENST00000870401.1;ENST00000870402.1;ENST00000937701.1;ENST00000937704.1;ENST00000937705.1;ENST00000965763.1;ENST00000965765.1;ENST00000965769.1,0,,Acyltransferase;Cell membrane;Endoplasmic reticulum;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix,,5
P42263,GRIA3_HUMAN,GRIA3,Glutamate receptor 3,894,Cell membrane; Postsynaptic cell membrane; Postsynaptic density membrane;,ENST00000620443.2;ENST00000622768.5;ENST00000897928.1;ENST00000970336.1,6,508:L-glutamate;510:L-glutamate;515:L-glutamate;686:L-glutamate;687:L-glutamate;737:L-glutamate,Alternative splicing;Cell membrane;Disease variant;Disulfide bond;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Ligand-gated ion channel;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport,"Intellectual developmental disorder, X-linked, syndromic, Wu type;",3
P54289,CA2D1_HUMAN,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1,1103,Membrane; Cell membrane;,ENST00000356860.8;ENST00000443883.2;ENST00000855771.1,3,259:a divalent metal cation;261:a divalent metal cation;263:a divalent metal cation,3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel,Developmental and epileptic encephalopathy 110;,1
P78504,JAG1_HUMAN,JAG1,Protein jagged-1,1218,Membrane; Cell membrane;,ENST00000254958.10;ENST00000901230.1,0,,3D-structure;Alternative splicing;Calcium;Cell membrane;Charcot-Marie-Tooth disease;Deafness;Developmental protein;Disease variant;Disulfide bond;EGF-like domain;Glycoprotein;Membrane;Neurodegeneration;Neuropathy;Notch signaling pathway;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix,"Alagille syndrome 1; Tetralogy of Fallot; Deafness, congenital heart defects, and posterior embryotoxon; Charcot-Marie-Tooth disease, axonal, type 2HH;",1
Q8NFQ8,TOIP2_HUMAN,TOR1AIP2,Torsin-1A-interacting protein 2,470,Endoplasmic reticulum membrane; Nucleus membrane;,ENST00000367612.7;ENST00000609928.6;ENST00000894825.1;ENST00000894826.1;ENST00000894827.1;ENST00000894828.1;ENST00000894829.1;ENST00000894830.1;ENST00000894831.1;ENST00000894832.1;ENST00000894833.1;ENST00000894834.1;ENST00000894835.1;ENST00000894836.1;ENST00000894837.1;ENST00000894838.1;ENST00000936116.1;ENST00000936117.1;ENST00000942404.1;ENST00000942405.1;ENST00000942406.1;ENST00000942407.1,0,,3D-structure;Acetylation;Alternative splicing;Endoplasmic reticulum;Glycoprotein;Membrane;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,1
Q9Y241,HIG1A_HUMAN,HIGD1A,"HIG1 domain family member 1A, mitochondrial",93,Mitochondrion membrane; Mitochondrion inner membrane;,ENST00000321331.12;ENST00000418900.6;ENST00000452906.3;ENST00000884323.1;ENST00000884324.1;ENST00000884326.1;ENST00000884327.1;ENST00000884328.1;ENST00000884330.1;ENST00000884331.1;ENST00000884332.1;ENST00000884333.1;ENST00000884334.1;ENST00000884335.1;ENST00000884336.1;ENST00000884337.1;ENST00000939772.1;ENST00000963787.1,0,,3D-structure;Acetylation;Alternative splicing;Direct protein sequencing;Electron transport;Membrane;Mitochondrion;Mitochondrion inner membrane;Phosphoprotein;Proteomics identification;Reference proteome;Respiratory chain;Stress response;Transmembrane;Transmembrane helix;Transport,,2
Q14500,KCJ12_HUMAN,KCNJ12,ATP-sensitive inward rectifier potassium channel 12,433,"Membrane; Cell membrane; Cell membrane, sarcolemma, T-tubule;",ENST00000331718.5;ENST00000583088.6;ENST00000904708.1;ENST00000904709.1;ENST00000904710.1;ENST00000904711.1;ENST00000904712.1;ENST00000904713.1;ENST00000918243.1;ENST00000948712.1;ENST00000948713.1;ENST00000948714.1,11,"79:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);81:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);143:K(+);143:K(+);144:K(+);144:K(+);145:K(+);145:K(+);146:K(+);183:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);188:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)",Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Metal-binding;Potassium;Potassium transport;Proteomics identification;Reference proteome;S-nitrosylation;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel,,2
Q96NX5,KCC1G_HUMAN,CAMK1G,Calcium/calmodulin-dependent protein kinase type 1G,476,Cytoplasm; Golgi apparatus membrane; Cell membrane;,ENST00000009105.5;ENST00000361322.3;ENST00000900039.1;ENST00000931514.1,2,29:ATP;52:ATP,3D-structure;Allosteric enzyme;Alternative splicing;ATP-binding;Calmodulin-binding;Cell membrane;Cytoplasm;Golgi apparatus;Kinase;Lipoprotein;Membrane;Nucleotide-binding;Prenylation;Proteomics identification;Reference proteome;Serine/threonine-protein kinase;Transferase,,0
Q9HCN3,PGAP6_HUMAN,PGAP6,Post-GPI attachment to proteins factor 6,771,Cell membrane; Lysosome membrane;,ENST00000431232.7,0,,Cell membrane;Disulfide bond;EGF-like domain;Glycoprotein;Hydrolase;Lipid metabolism;Lysosome;Membrane;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix,,7
Q9UHE8,STEA1_HUMAN,STEAP1,STEAP1 protein,339,Endosome membrane; Cell membrane;,ENST00000297205.7;ENST00000892309.1;ENST00000927746.1;ENST00000955229.1,6,140:FAD;161:FAD;175:heme b;237:FAD;254:FAD;268:heme b,3D-structure;Cell membrane;Endosome;FAD;Flavoprotein;Heme;Iron;Membrane;Metal-binding;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,6
Q53GD3,CTL4_HUMAN,SLC44A4,Choline transporter-like protein 4,710,Membrane; Apical cell membrane;,ENST00000229729.11;ENST00000375562.8;ENST00000383379.8;ENST00000415517.6;ENST00000417894.6;ENST00000425238.6;ENST00000442152.6;ENST00000453831.6;ENST00000544672.5;ENST00000546461.3;ENST00000547493.1;ENST00000547684.1;ENST00000548188.1;ENST00000549663.5;ENST00000549677.5;ENST00000550401.2;ENST00000551168.3;ENST00000553121.5,0,,Alternative splicing;Antiport;Cell membrane;Deafness;Disease variant;Glycoprotein;Membrane;Non-syndromic deafness;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,"; Deafness, autosomal dominant, 72;",10
Q9HBU9,POPD2_HUMAN,POPDC2,Popeye domain-containing protein 2,364,"Membrane; Cell membrane, sarcolemma;",ENST00000264231.7;ENST00000468801.1,0,,Alternative splicing;Cardiomyopathy;Cell membrane;Disease variant;Glycoprotein;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,Cardiac conduction disease with or without cardiomyopathy 2;,2
P04798,CP1A1_HUMAN,CYP1A1,Cytochrome P450 1A1,512,Endoplasmic reticulum membrane; Mitochondrion inner membrane; Microsome membrane; Cytoplasm;,ENST00000379727.8;ENST00000395048.6;ENST00000562201.5;ENST00000564596.5;ENST00000567032.5;ENST00000569630.5;ENST00000853120.1;ENST00000853121.1;ENST00000853122.1;ENST00000853123.1;ENST00000853124.1,2,224:substrate;457:heme,3D-structure;Alternative splicing;Cytoplasm;Endoplasmic reticulum;Fatty acid metabolism;Glycoprotein;Heme;Iron;Lipid biosynthesis;Lipid metabolism;Lyase;Membrane;Metal-binding;Microsome;Mitochondrion;Mitochondrion inner membrane;Monooxygenase;Oxidoreductase;Proteomics identification;Reference proteome;Steroid biosynthesis,,0
