uniprot_id,gene,protein_name,length,n_transmem,stratum,mean_plddt,frac_plddt70,n_surface_nuc,pocket_id,pocket_volume,n_tyr_8A,n_cys_8A,n_ser_8A,n_thr_8A,n_lys_8A,n_tyr_10A,n_cys_10A,n_ser_10A,n_thr_10A,n_lys_10A,best_nucleophile_type,best_nuc_dist,best_nuc_sasa,best_nuc_plddt,cancer_expression,cancer_high,cancer_specificity,cancer_distribution,max_frac_high,n_prognostic_significant,uniprot_cancer_annotation
Q9GZV5,WWTR1,WW domain-containing transcription regulator protein 1,400,0,S2_cancer_nonTM,59.14,0.305,79.0,1,300.4,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Low cancer specificity,Detected in all,0.8181818181818182,31.0,True
Q9GZV5,WWTR1,WW domain-containing transcription regulator protein 1,400,0,S2_cancer_nonTM,59.14,0.305,79.0,2,219.4,1,0,1,0,0,1,0,1,0,0,TYR,6.42,190.95,45.34,0.0,True,Low cancer specificity,Detected in all,0.8181818181818182,31.0,True
Q9GZV5,WWTR1,WW domain-containing transcription regulator protein 1,400,0,S2_cancer_nonTM,59.14,0.305,79.0,3,202.5,0,0,0,2,0,0,0,0,2,0,THR,2.24,140.01,50.38,0.0,True,Low cancer specificity,Detected in all,0.8181818181818182,31.0,True
Q9GZY4,COA1,Cytochrome c oxidase assembly factor 1 homolog,146,1,S3_singleTM,88.21,0.8562,27.0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Low cancer specificity,Detected in all,1.0,29.0,False
Q9H0U3,MAGT1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1,335,4,S1_cancer_TM,85.86,0.9134,57.0,1,1981.1,0,1,0,0,1,0,1,0,0,1,LYS,4.17,123.07,88.31,0.0,True,Low cancer specificity,Detected in all,0.75,31.0,True
Q9H0U3,MAGT1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1,335,4,S1_cancer_TM,85.86,0.9134,57.0,2,425.2,0,0,0,2,1,0,0,1,2,2,THR,2.63,55.52,91.62,0.0,True,Low cancer specificity,Detected in all,0.75,31.0,True
Q9H0U3,MAGT1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1,335,4,S1_cancer_TM,85.86,0.9134,57.0,3,246.4,0,0,1,1,1,0,0,1,1,1,SER,4.91,11.8,93.25,0.0,True,Low cancer specificity,Detected in all,0.75,31.0,True
Q9H2S1,KCNN2,Small conductance calcium-activated potassium channel protein 2,579,6,S4_multiTM,76.48,0.7254,139.0,1,11711.2,0,0,2,1,0,0,0,3,1,0,SER,6.15,22.9,84.44,37.2,True,Group enriched,Detected in many,0.2727272727272727,21.0,False
Q9H2S1,KCNN2,Small conductance calcium-activated potassium channel protein 2,579,6,S4_multiTM,76.48,0.7254,139.0,2,1309.5,0,0,1,0,0,0,0,1,0,1,SER,6.37,110.1,35.69,37.2,True,Group enriched,Detected in many,0.2727272727272727,21.0,False
Q9H2S1,KCNN2,Small conductance calcium-activated potassium channel protein 2,579,6,S4_multiTM,76.48,0.7254,139.0,3,999.0,0,0,0,0,0,0,0,0,0,0,,,,,37.2,True,Group enriched,Detected in many,0.2727272727272727,21.0,False
Q9H339,OR51B5,Olfactory receptor 51B5,312,7,S4_multiTM,89.57,0.9583,57.0,1,627.8,0,0,1,0,0,1,0,1,0,1,TYR,9.91,67.54,94.81,0.0,False,Not detected,Not detected,0.0,0.0,False
Q9H339,OR51B5,Olfactory receptor 51B5,312,7,S4_multiTM,89.57,0.9583,57.0,2,361.1,0,0,0,1,1,1,1,0,2,1,TYR,8.58,39.12,92.38,0.0,False,Not detected,Not detected,0.0,0.0,False
Q9H4D0,CLSTN2,Calsyntenin-2,955,1,S3_singleTM,78.94,0.7717,189.0,1,2997.0,1,0,1,1,2,2,0,3,1,2,TYR,1.83,23.69,83.44,23.9,True,Group enriched,Detected in many,0.0,17.0,False
Q9H4D0,CLSTN2,Calsyntenin-2,955,1,S3_singleTM,78.94,0.7717,189.0,2,2477.2,0,0,1,0,0,0,0,1,0,0,SER,6.95,98.27,34.28,23.9,True,Group enriched,Detected in many,0.0,17.0,False
Q9H4D0,CLSTN2,Calsyntenin-2,955,1,S3_singleTM,78.94,0.7717,189.0,3,1788.8,0,1,1,0,0,0,1,1,0,0,CYS,4.89,64.44,78.38,23.9,True,Group enriched,Detected in many,0.0,17.0,False
Q9HBX8,LGR6,Leucine-rich repeat-containing G protein-coupled receptor 6,967,7,S1_cancer_TM,77.38,0.7332,149.0,1,19953.0,0,0,0,0,0,0,0,0,0,1,LYS,9.12,70.55,98.31,27.1,True,Cancer enhanced,Detected in many,0.08333333333333333,26.0,True
Q9HBX8,LGR6,Leucine-rich repeat-containing G protein-coupled receptor 6,967,7,S1_cancer_TM,77.38,0.7332,149.0,2,3672.0,0,1,0,0,0,0,2,0,0,1,CYS,6.78,65.75,62.19,27.1,True,Cancer enhanced,Detected in many,0.08333333333333333,26.0,True
Q9HBX8,LGR6,Leucine-rich repeat-containing G protein-coupled receptor 6,967,7,S1_cancer_TM,77.38,0.7332,149.0,3,1856.2,1,0,1,0,0,1,0,1,0,1,TYR,6.13,56.11,96.12,27.1,True,Cancer enhanced,Detected in many,0.08333333333333333,26.0,True
Q9HCC8,GDPD2,Glycerophosphodiester phosphodiesterase 3,539,6,S4_multiTM,90.39,0.9351,77.0,1,2956.5,0,1,0,1,0,1,1,0,2,0,TYR,9.39,54.65,89.0,18.4,True,Cancer enhanced,Detected in many,0.0,18.0,False
Q9HCC8,GDPD2,Glycerophosphodiester phosphodiesterase 3,539,6,S4_multiTM,90.39,0.9351,77.0,2,1285.9,0,0,0,0,0,0,0,0,0,0,,,,,18.4,True,Cancer enhanced,Detected in many,0.0,18.0,False
Q9HCC8,GDPD2,Glycerophosphodiester phosphodiesterase 3,539,6,S4_multiTM,90.39,0.9351,77.0,3,644.6,0,0,0,0,1,0,0,1,0,1,LYS,4.41,57.92,94.88,18.4,True,Cancer enhanced,Detected in many,0.0,18.0,False
Q9HD42,CHMP1A,Charged multivesicular body protein 1a,196,0,S5_peripheral,77.91,0.7398,49.0,1,2774.2,0,0,1,1,0,0,0,2,2,0,SER,5.56,70.17,88.62,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9NP84,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,129,1,S1_cancer_TM,73.22,0.6279,24.0,1,243.0,0,0,0,0,0,0,1,1,0,1,SER,8.01,65.31,72.75,0.0,True,Low cancer specificity,Detected in all,0.8333333333333334,31.0,True
Q9NP84,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,129,1,S1_cancer_TM,73.22,0.6279,24.0,2,239.6,0,2,2,0,0,0,3,3,0,0,SER,6.26,37.03,86.25,0.0,True,Low cancer specificity,Detected in all,0.8333333333333334,31.0,True
Q9NP84,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,129,1,S1_cancer_TM,73.22,0.6279,24.0,3,222.8,0,0,0,0,0,0,0,2,1,0,SER,8.52,58.97,90.56,0.0,True,Low cancer specificity,Detected in all,0.8333333333333334,31.0,True
Q9NP99,TREM1,Triggering receptor expressed on myeloid cells 1,234,1,S3_singleTM,71.59,0.5214,58.0,1,1464.8,0,0,0,0,0,0,0,0,0,0,,,,,59.5,True,Cancer enhanced,Detected in many,0.5,29.0,False
Q9NP99,TREM1,Triggering receptor expressed on myeloid cells 1,234,1,S3_singleTM,71.59,0.5214,58.0,2,965.2,1,0,0,1,0,2,0,1,1,1,TYR,6.06,151.44,39.31,59.5,True,Cancer enhanced,Detected in many,0.5,29.0,False
Q9NP99,TREM1,Triggering receptor expressed on myeloid cells 1,234,1,S3_singleTM,71.59,0.5214,58.0,3,921.4,0,0,1,0,1,0,0,2,0,1,LYS,4.36,141.17,69.81,59.5,True,Cancer enhanced,Detected in many,0.5,29.0,False
Q9NPC4,A4GALT,Lactosylceramide 4-alpha-galactosyltransferase,353,1,S3_singleTM,89.26,0.8754,59.0,1,2568.4,1,0,0,0,2,1,0,0,0,2,TYR,5.24,69.4,95.31,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9NPC4,A4GALT,Lactosylceramide 4-alpha-galactosyltransferase,353,1,S3_singleTM,89.26,0.8754,59.0,2,259.9,1,0,0,2,1,1,0,0,3,1,TYR,6.07,42.19,96.88,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9NPF0,CD320,CD320 antigen,282,1,S3_singleTM,63.82,0.3475,75.0,1,4286.2,0,2,0,1,0,0,3,0,1,0,THR,7.61,119.09,55.66,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9NPF0,CD320,CD320 antigen,282,1,S3_singleTM,63.82,0.3475,75.0,2,1711.1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9NPF0,CD320,CD320 antigen,282,1,S3_singleTM,63.82,0.3475,75.0,3,580.5,0,0,0,0,0,0,1,1,1,0,THR,8.88,82.93,82.19,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9NQ90,ANO2,Anoctamin-2,998,8,S4_multiTM,73.63,0.6859,194.0,1,921.4,0,2,3,1,0,1,2,4,2,0,TYR,8.39,17.02,85.69,8.7,False,Cancer enhanced,Detected in some,0.0,12.0,False
Q9NQ90,ANO2,Anoctamin-2,998,8,S4_multiTM,73.63,0.6859,194.0,2,202.5,0,0,0,1,1,0,0,0,1,1,LYS,4.69,214.37,37.34,8.7,False,Cancer enhanced,Detected in some,0.0,12.0,False
Q9NXI6,RNF186,E3 ubiquitin-protein ligase RNF186,227,2,S4_multiTM,68.13,0.533,54.0,1,3074.6,1,0,1,0,0,1,1,2,0,0,TYR,7.11,14.83,88.81,29.7,True,Cancer enhanced,Detected in many,0.0,14.0,False
Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3,655,0,S5_peripheral,74.97,0.6672,128.0,1,17465.6,0,0,0,0,1,0,1,0,0,1,LYS,7.14,107.56,98.19,0.0,False,Low cancer specificity,Detected in many,0.25,23.0,False
Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3,655,0,S5_peripheral,74.97,0.6672,128.0,2,2993.6,0,0,3,0,0,0,0,3,0,0,SER,2.8,114.35,30.44,0.0,False,Low cancer specificity,Detected in many,0.25,23.0,False
Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3,655,0,S5_peripheral,74.97,0.6672,128.0,3,617.6,0,0,1,1,1,0,0,1,1,1,THR,3.32,135.98,29.72,0.0,False,Low cancer specificity,Detected in many,0.25,23.0,False
Q9NYA1,SPHK1,Sphingosine kinase 1,384,0,S5_peripheral,91.14,0.9219,42.0,1,1596.4,1,0,0,0,0,2,0,0,0,1,TYR,4.69,46.52,98.56,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9NYA1,SPHK1,Sphingosine kinase 1,384,0,S5_peripheral,91.14,0.9219,42.0,2,921.4,1,0,2,0,0,1,0,2,0,2,TYR,7.93,48.44,92.19,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9NYA1,SPHK1,Sphingosine kinase 1,384,0,S5_peripheral,91.14,0.9219,42.0,3,445.5,0,0,0,1,1,0,0,0,1,1,LYS,5.47,37.23,98.31,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9NYW0,TAS2R10,Taste receptor type 2 member 10,307,7,S4_multiTM,87.19,0.8958,60.0,1,1191.4,4,0,0,0,0,4,1,1,1,1,TYR,3.97,105.26,66.88,0.0,False,Not detected,Not detected,0.0,2.0,False
Q9NYW0,TAS2R10,Taste receptor type 2 member 10,307,7,S4_multiTM,87.19,0.8958,60.0,2,546.8,1,0,1,0,2,1,0,1,0,3,TYR,5.79,45.52,92.75,0.0,False,Not detected,Not detected,0.0,2.0,False
Q9NYW0,TAS2R10,Taste receptor type 2 member 10,307,7,S4_multiTM,87.19,0.8958,60.0,3,226.1,0,0,0,0,0,1,0,0,1,1,TYR,9.13,170.67,91.88,0.0,False,Not detected,Not detected,0.0,2.0,False
Q9NZP6,NPAP1,Nuclear pore-associated protein 1,1156,0,S5_peripheral,36.57,0.0,319.0,1,12004.9,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Not detected,Not detected,0.08333333333333333,2.0,False
Q9NZP6,NPAP1,Nuclear pore-associated protein 1,1156,0,S5_peripheral,36.57,0.0,319.0,2,4110.8,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Not detected,Not detected,0.08333333333333333,2.0,False
Q9NZP6,NPAP1,Nuclear pore-associated protein 1,1156,0,S5_peripheral,36.57,0.0,319.0,3,2804.6,0,0,0,0,1,0,0,0,0,1,LYS,7.23,207.5,35.44,0.0,False,Not detected,Not detected,0.08333333333333333,2.0,False
Q9NZQ3,NCKIPSD,NCK-interacting protein with SH3 domain,722,0,S2_cancer_nonTM,75.22,0.6842,134.0,1,1073.2,0,0,2,0,0,0,0,2,0,0,SER,6.12,87.97,26.23,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9NZQ3,NCKIPSD,NCK-interacting protein with SH3 domain,722,0,S2_cancer_nonTM,75.22,0.6842,134.0,2,516.4,0,0,0,1,0,0,0,2,1,0,THR,6.64,129.53,35.56,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9NZQ3,NCKIPSD,NCK-interacting protein with SH3 domain,722,0,S2_cancer_nonTM,75.22,0.6842,134.0,3,253.1,0,0,1,1,0,0,0,1,1,1,SER,1.42,42.77,94.94,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9P126,CLEC1B,C-type lectin domain family 1 member B,229,1,S3_singleTM,88.18,0.8646,53.0,1,232.9,4,0,0,0,1,4,0,0,0,2,TYR,3.77,70.57,93.62,0.0,False,Not detected,Not detected,0.25,3.0,False
Q9P2D0,IBTK,Inhibitor of Bruton tyrosine kinase,1353,0,S5_peripheral,70.71,0.6356,329.0,1,793.1,0,0,1,1,2,0,0,1,1,2,SER,6.01,116.13,28.05,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9P2D0,IBTK,Inhibitor of Bruton tyrosine kinase,1353,0,S5_peripheral,70.71,0.6356,329.0,2,718.9,1,0,0,0,0,1,0,2,0,2,TYR,6.31,176.16,42.47,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9P2D0,IBTK,Inhibitor of Bruton tyrosine kinase,1353,0,S5_peripheral,70.71,0.6356,329.0,3,698.6,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9UBN6,TNFRSF10D,Tumor necrosis factor receptor superfamily member 10D,386,1,S1_cancer_TM,60.96,0.3472,103.0,1,14937.8,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9UBN6,TNFRSF10D,Tumor necrosis factor receptor superfamily member 10D,386,1,S1_cancer_TM,60.96,0.3472,103.0,2,2156.6,0,1,0,1,0,0,2,1,2,0,THR,4.81,113.6,94.69,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9UBN6,TNFRSF10D,Tumor necrosis factor receptor superfamily member 10D,386,1,S1_cancer_TM,60.96,0.3472,103.0,3,857.2,0,1,1,0,1,0,2,2,1,1,LYS,5.9,189.96,89.31,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9UEF7,KL,Klotho,1012,1,S1_cancer_TM,89.09,0.9042,144.0,1,10148.6,1,0,0,0,0,1,0,1,2,1,TYR,7.7,49.4,94.12,28.3,True,Group enriched,Detected in many,0.0,13.0,True
Q9UEF7,KL,Klotho,1012,1,S1_cancer_TM,89.09,0.9042,144.0,2,1198.1,0,0,0,2,0,0,1,0,3,0,THR,6.04,130.27,43.84,28.3,True,Group enriched,Detected in many,0.0,13.0,True
Q9UEF7,KL,Klotho,1012,1,S1_cancer_TM,89.09,0.9042,144.0,3,826.9,0,0,0,0,0,0,0,1,0,0,SER,9.77,96.71,35.34,28.3,True,Group enriched,Detected in many,0.0,13.0,True
Q9UHY1,NRBP1,Nuclear receptor-binding protein,535,0,S5_peripheral,75.23,0.714,117.0,1,15960.4,0,0,0,0,2,1,0,0,0,2,TYR,9.77,64.37,91.81,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,False
Q9UHY1,NRBP1,Nuclear receptor-binding protein,535,0,S5_peripheral,75.23,0.714,117.0,2,276.8,0,1,1,0,0,0,1,1,0,0,CYS,3.95,47.5,88.0,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,False
Q9UHY1,NRBP1,Nuclear receptor-binding protein,535,0,S5_peripheral,75.23,0.714,117.0,3,209.2,0,0,0,3,0,0,0,0,3,0,THR,3.9,37.43,89.88,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,False
Q9UIR0,BTNL2,Butyrophilin-like protein 2,482,1,S3_singleTM,85.86,0.8465,87.0,1,415.1,1,0,0,0,1,2,0,1,0,1,TYR,5.01,40.18,87.25,,False,,,,,False
Q9UIR0,BTNL2,Butyrophilin-like protein 2,482,1,S3_singleTM,85.86,0.8465,87.0,2,394.9,0,0,1,1,0,0,0,3,1,0,SER,7.03,78.36,67.69,,False,,,,,False
Q9UIR0,BTNL2,Butyrophilin-like protein 2,482,1,S3_singleTM,85.86,0.8465,87.0,3,212.6,0,0,1,1,0,3,0,2,1,1,TYR,8.92,14.61,94.94,,False,,,,,False
Q9UJM3,ERRFI1,ERBB receptor feedback inhibitor 1,462,0,S2_cancer_nonTM,56.55,0.1905,128.0,1,772.9,0,0,2,0,0,0,0,2,0,0,SER,5.64,101.61,42.53,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9UJM3,ERRFI1,ERBB receptor feedback inhibitor 1,462,0,S2_cancer_nonTM,56.55,0.1905,128.0,2,273.4,0,0,1,0,0,0,0,1,0,0,SER,6.35,116.28,52.47,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9UJM3,ERRFI1,ERBB receptor feedback inhibitor 1,462,0,S2_cancer_nonTM,56.55,0.1905,128.0,3,259.9,1,0,0,0,0,1,0,1,0,0,TYR,5.75,207.91,53.56,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q9UL54,TAOK2,Serine/threonine-protein kinase TAO2,1235,5,S4_multiTM,66.4,0.515,196.0,1,3594.4,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q9UL54,TAOK2,Serine/threonine-protein kinase TAO2,1235,5,S4_multiTM,66.4,0.515,196.0,2,1579.5,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q9UL54,TAOK2,Serine/threonine-protein kinase TAO2,1235,5,S4_multiTM,66.4,0.515,196.0,3,1441.1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q9UN73,PCDHA6,Protocadherin alpha-6,950,1,S3_singleTM,73.74,0.6726,200.0,1,2754.0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in some,0.0,8.0,False
Q9UN73,PCDHA6,Protocadherin alpha-6,950,1,S3_singleTM,73.74,0.6726,200.0,2,2173.5,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in some,0.0,8.0,False
Q9UN73,PCDHA6,Protocadherin alpha-6,950,1,S3_singleTM,73.74,0.6726,200.0,3,1761.8,0,0,0,0,0,0,0,1,0,0,SER,9.58,77.01,69.94,0.0,False,Low cancer specificity,Detected in some,0.0,8.0,False
Q9UQ26,RIMS2,Regulating synaptic membrane exocytosis protein 2,1411,0,S5_peripheral,54.51,0.3402,360.0,1,1545.8,0,0,0,0,1,0,0,1,0,1,LYS,6.5,179.43,40.25,0.0,True,Low cancer specificity,Detected in many,0.6363636363636364,22.0,False
Q9UQ26,RIMS2,Regulating synaptic membrane exocytosis protein 2,1411,0,S5_peripheral,54.51,0.3402,360.0,2,1245.4,0,0,0,0,0,0,0,0,1,0,THR,9.87,116.95,36.5,0.0,True,Low cancer specificity,Detected in many,0.6363636363636364,22.0,False
Q9UQ26,RIMS2,Regulating synaptic membrane exocytosis protein 2,1411,0,S5_peripheral,54.51,0.3402,360.0,3,907.9,0,0,0,1,0,0,0,0,1,0,THR,3.52,102.13,35.22,0.0,True,Low cancer specificity,Detected in many,0.6363636363636364,22.0,False
Q9UQ49,NEU3,Sialidase-3,428,0,S5_peripheral,86.83,0.8411,66.0,1,2403.0,0,0,0,0,0,0,0,2,2,0,SER,9.32,49.56,70.88,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,False
Q9UQ49,NEU3,Sialidase-3,428,0,S5_peripheral,86.83,0.8411,66.0,2,1812.4,0,0,0,0,0,1,0,0,0,1,TYR,8.87,15.68,98.5,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,False
Q9UQ49,NEU3,Sialidase-3,428,0,S5_peripheral,86.83,0.8411,66.0,3,216.0,0,0,1,0,1,0,0,1,0,1,SER,5.96,96.2,33.53,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,False
Q9Y250,LZTS1,Leucine zipper putative tumor suppressor 1,596,0,S2_cancer_nonTM,68.14,0.4782,149.0,1,1495.1,0,1,0,0,0,0,1,0,0,1,CYS,5.6,74.29,97.69,99.3,True,Cancer enhanced,Detected in all,0.5833333333333334,31.0,True
Q9Y250,LZTS1,Leucine zipper putative tumor suppressor 1,596,0,S2_cancer_nonTM,68.14,0.4782,149.0,2,843.8,0,0,0,0,0,0,0,0,0,0,,,,,99.3,True,Cancer enhanced,Detected in all,0.5833333333333334,31.0,True
Q9Y250,LZTS1,Leucine zipper putative tumor suppressor 1,596,0,S2_cancer_nonTM,68.14,0.4782,149.0,3,833.6,1,0,1,0,0,1,0,1,0,1,TYR,7.08,219.68,50.84,99.3,True,Cancer enhanced,Detected in all,0.5833333333333334,31.0,True
Q9Y275,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,285,1,S1_cancer_TM,78.36,0.6596,69.0,1,2156.6,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,True
Q9Y275,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,285,1,S1_cancer_TM,78.36,0.6596,69.0,2,317.2,0,0,1,0,3,1,0,1,0,4,TYR,9.1,72.56,98.12,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,True
Q9Y275,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,285,1,S1_cancer_TM,78.36,0.6596,69.0,3,303.8,0,0,0,0,1,0,0,0,0,2,LYS,5.6,214.84,38.53,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,True
Q9Y2G0,EFR3B,Protein EFR3 homolog B,817,0,S5_peripheral,81.77,0.7993,153.0,1,19166.6,0,0,0,0,0,0,0,1,0,0,SER,8.77,30.97,90.19,10.9,True,Cancer enhanced,Detected in many,0.3333333333333333,15.0,False
Q9Y2G0,EFR3B,Protein EFR3 homolog B,817,0,S5_peripheral,81.77,0.7993,153.0,2,1417.5,0,0,1,1,1,0,0,1,1,2,SER,5.67,34.25,88.81,10.9,True,Cancer enhanced,Detected in many,0.3333333333333333,15.0,False
Q9Y2G0,EFR3B,Protein EFR3 homolog B,817,0,S5_peripheral,81.77,0.7993,153.0,3,381.4,1,0,2,1,0,1,1,2,1,0,TYR,5.19,56.04,57.09,10.9,True,Cancer enhanced,Detected in many,0.3333333333333333,15.0,False
Q9Y2V7,COG6,Conserved oligomeric Golgi complex subunit 6,657,0,S5_peripheral,85.95,0.9102,129.0,1,1370.2,0,0,0,1,0,0,0,0,1,0,THR,7.89,83.57,62.75,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9Y2V7,COG6,Conserved oligomeric Golgi complex subunit 6,657,0,S5_peripheral,85.95,0.9102,129.0,2,229.5,0,0,1,1,0,0,0,2,1,0,SER,7.89,37.74,93.0,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9Y2X7,GIT1,ARF GTPase-activating protein GIT1,761,0,S5_peripheral,74.2,0.6544,156.0,1,600.8,0,0,0,1,1,0,0,1,1,2,THR,3.25,17.72,80.06,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q9Y2X7,GIT1,ARF GTPase-activating protein GIT1,761,0,S5_peripheral,74.2,0.6544,156.0,2,394.9,0,0,1,0,0,0,0,1,0,0,SER,6.45,88.82,28.12,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q9Y2X7,GIT1,ARF GTPase-activating protein GIT1,761,0,S5_peripheral,74.2,0.6544,156.0,3,391.5,1,0,0,1,0,1,0,0,1,0,TYR,4.78,205.31,39.12,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q9Y3M8,STARD13,StAR-related lipid transfer protein 13,1113,0,S2_cancer_nonTM,65.06,0.5238,234.0,1,610.9,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.36363636363636365,31.0,True
Q9Y3M8,STARD13,StAR-related lipid transfer protein 13,1113,0,S2_cancer_nonTM,65.06,0.5238,234.0,2,543.4,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.36363636363636365,31.0,True
Q9Y3M8,STARD13,StAR-related lipid transfer protein 13,1113,0,S2_cancer_nonTM,65.06,0.5238,234.0,3,293.6,0,1,1,0,3,1,1,1,0,3,TYR,8.25,47.67,98.25,0.0,False,Low cancer specificity,Detected in all,0.36363636363636365,31.0,True
Q9Y5U5,TNFRSF18,Tumor necrosis factor receptor superfamily member 18,241,1,S1_cancer_TM,74.4,0.6141,51.0,1,1596.4,0,5,0,0,0,0,6,0,2,0,CYS,2.67,19.85,94.0,0.0,False,Low cancer specificity,Detected in many,0.25,29.0,True
Q9Y5U5,TNFRSF18,Tumor necrosis factor receptor superfamily member 18,241,1,S1_cancer_TM,74.4,0.6141,51.0,2,745.9,0,1,0,0,0,0,1,0,0,0,CYS,4.75,53.93,74.62,0.0,False,Low cancer specificity,Detected in many,0.25,29.0,True
Q9Y5X3,SNX5,Sorting nexin-5,404,0,S5_peripheral,87.03,0.8639,99.0,1,5045.6,1,0,3,1,2,1,0,4,2,3,TYR,7.42,59.08,84.38,0.0,True,Low cancer specificity,Detected in all,0.5,31.0,False
Q9Y5X3,SNX5,Sorting nexin-5,404,0,S5_peripheral,87.03,0.8639,99.0,2,303.8,0,0,0,0,3,0,0,0,0,5,LYS,6.92,130.04,97.25,0.0,True,Low cancer specificity,Detected in all,0.5,31.0,False
Q9Y5X3,SNX5,Sorting nexin-5,404,0,S5_peripheral,87.03,0.8639,99.0,3,212.6,0,0,1,0,1,0,0,2,0,1,LYS,3.43,115.2,91.81,0.0,True,Low cancer specificity,Detected in all,0.5,31.0,False
Q9Y5Y5,PEX16,Peroxisomal membrane protein PEX16,336,2,S4_multiTM,82.96,0.8363,52.0,1,6041.2,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9Y5Y5,PEX16,Peroxisomal membrane protein PEX16,336,2,S4_multiTM,82.96,0.8363,52.0,2,371.2,0,0,0,0,1,1,0,0,0,1,TYR,8.17,77.71,91.75,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9Y5Y5,PEX16,Peroxisomal membrane protein PEX16,336,2,S4_multiTM,82.96,0.8363,52.0,3,344.2,0,0,0,2,1,0,0,2,4,1,LYS,3.16,161.9,85.12,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
